"","ppt_day","snow1992to2011","Predicted"
"1",0,-0.035897436,1.46554177398628
"2",0.14134693877551,-0.035897436,1.35754366451274
"3",0.28269387755102,-0.035897436,1.33550648840082
"4",0.424040816326531,-0.035897436,1.29896331760081
"5",0.565387755102041,-0.035897436,1.27599812940179
"6",0.706734693877551,-0.035897436,1.29055934629004
"7",0.848081632653061,-0.035897436,1.29055934629004
"8",0.989428571428572,-0.035897436,1.29055934629004
"9",1.13077551020408,-0.035897436,1.29055934629004
"10",1.27212244897959,-0.035897436,1.39875692906113
"11",1.4134693877551,-0.035897436,1.60908679819002
"12",1.55481632653061,-0.035897436,1.74716910677691
"13",1.69616326530612,-0.035897436,1.74716910677691
"14",1.83751020408163,-0.035897436,1.74716910677691
"15",1.97885714285714,-0.035897436,1.77888686766917
"16",2.12020408163265,-0.035897436,1.75114190594027
"17",2.26155102040816,-0.035897436,1.75114190594027
"18",2.40289795918367,-0.035897436,1.80579546348665
"19",2.54424489795918,-0.035897436,1.80579546348665
"20",2.68559183673469,-0.035897436,1.80579546348665
"21",2.8269387755102,-0.035897436,1.80579546348665
"22",2.96828571428571,-0.035897436,1.80579546348665
"23",3.10963265306122,-0.035897436,1.80579546348665
"24",3.25097959183673,-0.035897436,1.80579546348665
"25",3.39232653061225,-0.035897436,1.80579546348665
"26",3.53367346938776,-0.035897436,1.80579546348665
"27",3.67502040816327,-0.035897436,1.80579546348665
"28",3.81636734693878,-0.035897436,1.80579546348665
"29",3.95771428571429,-0.035897436,1.80579546348665
"30",4.0990612244898,-0.035897436,1.80579546348665
"31",4.24040816326531,-0.035897436,1.80579546348665
"32",4.38175510204082,-0.035897436,1.80579546348665
"33",4.52310204081633,-0.035897436,1.80579546348665
"34",4.66444897959184,-0.035897436,1.80579546348665
"35",4.80579591836735,-0.035897436,1.80579546348665
"36",4.94714285714286,-0.035897436,1.80579546348665
"37",5.08848979591837,-0.035897436,1.80579546348665
"38",5.22983673469388,-0.035897436,1.80579546348665
"39",5.37118367346939,-0.035897436,1.80579546348665
"40",5.5125306122449,-0.035897436,1.80579546348665
"41",5.65387755102041,-0.035897436,1.80579546348665
"42",5.79522448979592,-0.035897436,1.80579546348665
"43",5.93657142857143,-0.035897436,1.80579546348665
"44",6.07791836734694,-0.035897436,1.80579546348665
"45",6.21926530612245,-0.035897436,1.80579546348665
"46",6.36061224489796,-0.035897436,1.80579546348665
"47",6.50195918367347,-0.035897436,1.80579546348665
"48",6.64330612244898,-0.035897436,1.80579546348665
"49",6.78465306122449,-0.035897436,1.80579546348665
"50",6.926,-0.035897436,1.80579546348665
"51",0,-0.0351648352653061,1.46554177398628
