"","snow2011","Ordinal_date","Predicted"
"1",0,152,1.25860361969456
"2",0.015694466755102,152,1.25860361969456
"3",0.0313889335102041,152,1.25860361969456
"4",0.0470834002653061,152,1.25860361969456
"5",0.0627778670204082,152,1.25860361969456
"6",0.0784723337755102,152,1.25860361969456
"7",0.0941668005306122,152,1.25860361969456
"8",0.109861267285714,152,1.25860361969456
"9",0.125555734040816,152,1.25860361969456
"10",0.141250200795918,152,1.25860361969456
"11",0.15694466755102,152,1.25860361969456
"12",0.172639134306122,152,1.25860361969456
"13",0.188333601061224,152,1.25860361969456
"14",0.204028067816327,152,1.25860361969456
"15",0.219722534571429,152,1.25860361969456
"16",0.235417001326531,152,1.25860361969456
"17",0.251111468081633,152,1.25860361969456
"18",0.266805934836735,152,1.25860361969456
"19",0.282500401591837,152,1.25860361969456
"20",0.298194868346939,152,1.25860361969456
"21",0.313889335102041,152,1.25860361969456
"22",0.329583801857143,152,1.25860361969456
"23",0.345278268612245,152,1.1603342375759
"24",0.360972735367347,152,1.09078073596763
"25",0.376667202122449,152,1.09078073596763
"26",0.392361668877551,152,1.09078073596763
"27",0.408056135632653,152,0.936435486132519
"28",0.423750602387755,152,0.936435486132519
"29",0.439445069142857,152,0.936435486132519
"30",0.455139535897959,152,0.936435486132519
"31",0.470834002653061,152,0.779683320248736
"32",0.486528469408163,152,0.779683320248736
"33",0.502222936163265,152,0.685786892338375
"34",0.517917402918367,152,0.685786892338375
"35",0.533611869673469,152,0.685786892338375
"36",0.549306336428571,152,0.685786892338375
"37",0.565000803183674,152,0.685786892338375
"38",0.580695269938776,152,0.685786892338375
"39",0.596389736693878,152,0.685786892338375
"40",0.61208420344898,152,0.685786892338375
"41",0.627778670204082,152,0.685786892338375
"42",0.643473136959184,152,0.685786892338375
"43",0.659167603714286,152,0.685786892338375
"44",0.674862070469388,152,0.685786892338375
"45",0.69055653722449,152,0.685786892338375
"46",0.706251003979592,152,0.685786892338375
"47",0.721945470734694,152,0.685786892338375
"48",0.737639937489796,152,0.685786892338375
"49",0.753334404244898,152,0.685786892338375
"50",0.769028871,152,0.685786892338375
"51",0,154.326530612245,1.25860361969456
"52",0.015694466755102,154.326530612245,1.25860361969456
"53",0.0313889335102041,154.326530612245,1.25860361969456
"54",0.0470834002653061,154.326530612245,1.25860361969456
"55",0.0627778670204082,154.326530612245,1.25860361969456
"56",0.0784723337755102,154.326530612245,1.25860361969456
"57",0.0941668005306122,154.326530612245,1.25860361969456
"58",0.109861267285714,154.326530612245,1.25860361969456
"59",0.125555734040816,154.326530612245,1.25860361969456
"60",0.141250200795918,154.326530612245,1.25860361969456
"61",0.15694466755102,154.326530612245,1.25860361969456
"62",0.172639134306122,154.326530612245,1.25860361969456
"63",0.188333601061224,154.326530612245,1.25860361969456
"64",0.204028067816327,154.326530612245,1.25860361969456
"65",0.219722534571429,154.326530612245,1.25860361969456
"66",0.235417001326531,154.326530612245,1.25860361969456
"67",0.251111468081633,154.326530612245,1.25860361969456
"68",0.266805934836735,154.326530612245,1.25860361969456
"69",0.282500401591837,154.326530612245,1.25860361969456
"70",0.298194868346939,154.326530612245,1.25860361969456
"71",0.313889335102041,154.326530612245,1.25860361969456
"72",0.329583801857143,154.326530612245,1.25860361969456
"73",0.345278268612245,154.326530612245,1.1603342375759
"74",0.360972735367347,154.326530612245,1.09078073596763
"75",0.376667202122449,154.326530612245,1.09078073596763
"76",0.392361668877551,154.326530612245,1.09078073596763
"77",0.408056135632653,154.326530612245,0.936435486132519
"78",0.423750602387755,154.326530612245,0.936435486132519
"79",0.439445069142857,154.326530612245,0.936435486132519
"80",0.455139535897959,154.326530612245,0.936435486132519
"81",0.470834002653061,154.326530612245,0.779683320248736
"82",0.486528469408163,154.326530612245,0.779683320248736
"83",0.502222936163265,154.326530612245,0.685786892338375
"84",0.517917402918367,154.326530612245,0.685786892338375
"85",0.533611869673469,154.326530612245,0.685786892338375
"86",0.549306336428571,154.326530612245,0.685786892338375
"87",0.565000803183674,154.326530612245,0.685786892338375
"88",0.580695269938776,154.326530612245,0.685786892338375
"89",0.596389736693878,154.326530612245,0.685786892338375
"90",0.61208420344898,154.326530612245,0.685786892338375
"91",0.627778670204082,154.326530612245,0.685786892338375
"92",0.643473136959184,154.326530612245,0.685786892338375
"93",0.659167603714286,154.326530612245,0.685786892338375
"94",0.674862070469388,154.326530612245,0.685786892338375
"95",0.69055653722449,154.326530612245,0.685786892338375
"96",0.706251003979592,154.326530612245,0.685786892338375
