"","tmean_day","lake_surface_area_m2","Predicted"
"1",5.619,3208.6,1.01575077250946
"2",5.83942857142857,3208.6,1.01575077250946
"3",6.05985714285714,3208.6,1.01575077250946
"4",6.28028571428571,3208.6,1.01575077250946
"5",6.50071428571429,3208.6,1.01575077250946
"6",6.72114285714286,3208.6,1.01575077250946
"7",6.94157142857143,3208.6,1.01575077250946
"8",7.162,3208.6,1.01575077250946
"9",7.38242857142857,3208.6,1.01575077250946
"10",7.60285714285714,3208.6,1.01575077250946
"11",7.82328571428571,3208.6,1.01575077250946
"12",8.04371428571429,3208.6,1.01575077250946
"13",8.26414285714286,3208.6,1.01575077250946
"14",8.48457142857143,3208.6,1.01575077250946
"15",8.705,3208.6,0.886186575029236
"16",8.92542857142857,3208.6,0.886186575029236
"17",9.14585714285714,3208.6,0.954710010703922
"18",9.36628571428571,3208.6,0.931654009649938
"19",9.58671428571429,3208.6,0.931654009649938
"20",9.80714285714286,3208.6,0.931654009649938
"21",10.0275714285714,3208.6,0.931654009649938
"22",10.248,3208.6,0.931654009649938
"23",10.4684285714286,3208.6,0.920197899420956
"24",10.6888571428571,3208.6,0.920197899420956
"25",10.9092857142857,3208.6,0.920197899420956
"26",11.1297142857143,3208.6,0.981979076527341
"27",11.3501428571429,3208.6,1.14053874935165
"28",11.5705714285714,3208.6,1.18094738997485
"29",11.791,3208.6,1.23017460178193
"30",12.0114285714286,3208.6,1.26040789657905
"31",12.2318571428571,3208.6,1.14064072901263
"32",12.4522857142857,3208.6,1.15169611299557
"33",12.6727142857143,3208.6,1.28188344357188
"34",12.8931428571429,3208.6,1.32192862257861
"35",13.1135714285714,3208.6,1.30136177710162
"36",13.334,3208.6,0.808204327869351
"37",13.5544285714286,3208.6,0.731644974903224
"38",13.7748571428571,3208.6,0.731644974903224
"39",13.9952857142857,3208.6,0.731644974903224
"40",14.2157142857143,3208.6,0.731644974903224
"41",14.4361428571429,3208.6,0.731644974903224
"42",14.6565714285714,3208.6,0.731644974903224
"43",14.877,3208.6,0.731644974903224
"44",15.0974285714286,3208.6,0.731644974903224
"45",15.3178571428571,3208.6,0.731644974903224
"46",15.5382857142857,3208.6,0.731644974903224
"47",15.7587142857143,3208.6,0.731644974903224
"48",15.9791428571429,3208.6,0.731644974903224
"49",16.1995714285714,3208.6,0.731644974903224
"50",16.42,3208.6,0.731644974903224
"51",5.619,6485.99591836735,1.01575077250946
"52",5.83942857142857,6485.99591836735,1.01575077250946
"53",6.05985714285714,6485.99591836735,1.01575077250946
"54",6.28028571428571,6485.99591836735,1.01575077250946
"55",6.50071428571429,6485.99591836735,1.01575077250946
"56",6.72114285714286,6485.99591836735,1.01575077250946
"57",6.94157142857143,6485.99591836735,1.01575077250946
"58",7.162,6485.99591836735,1.01575077250946
"59",7.38242857142857,6485.99591836735,1.01575077250946
"60",7.60285714285714,6485.99591836735,1.01575077250946
"61",7.82328571428571,6485.99591836735,1.01575077250946
"62",8.04371428571429,6485.99591836735,1.01575077250946
"63",8.26414285714286,6485.99591836735,1.01575077250946
"64",8.48457142857143,6485.99591836735,1.01575077250946
"65",8.705,6485.99591836735,0.886186575029236
"66",8.92542857142857,6485.99591836735,0.886186575029236
"67",9.14585714285714,6485.99591836735,0.954710010703922
"68",9.36628571428571,6485.99591836735,0.931654009649938
"69",9.58671428571429,6485.99591836735,0.931654009649938
"70",9.80714285714286,6485.99591836735,0.931654009649938
"71",10.0275714285714,6485.99591836735,0.931654009649938
"72",10.248,6485.99591836735,0.931654009649938
"73",10.4684285714286,6485.99591836735,0.920197899420956
"74",10.6888571428571,6485.99591836735,0.920197899420956
"75",10.9092857142857,6485.99591836735,0.920197899420956
"76",11.1297142857143,6485.99591836735,0.981979076527341
"77",11.3501428571429,6485.99591836735,1.14053874935165
"78",11.5705714285714,6485.99591836735,1.18094738997485
"79",11.791,6485.99591836735,1.23017460178193
"80",12.0114285714286,6485.99591836735,1.26040789657905
"81",12.2318571428571,6485.99591836735,1.14064072901263
"82",12.4522857142857,6485.99591836735,1.15169611299557
"83",12.6727142857143,6485.99591836735,1.28188344357188
"84",12.8931428571429,6485.99591836735,1.32192862257861
"85",13.1135714285714,6485.99591836735,1.30136177710162
"86",13.334,6485.99591836735,0.808204327869351
"87",13.5544285714286,6485.99591836735,0.731644974903224
"88",13.7748571428571,6485.99591836735,0.731644974903224
"89",13.9952857142857,6485.99591836735,0.731644974903224
"90",14.2157142857143,6485.99591836735,0.731644974903224
"91",14.4361428571429,6485.99591836735,0.731644974903224
"92",14.6565714285714,6485.99591836735,0.731644974903224
"93",14.877,6485.99591836735,0.731644974903224
"94",15.0974285714286,6485.99591836735,0.731644974903224
"95",15.3178571428571,6485.99591836735,0.731644974903224
