"","tmean_day","ppt_percent_normal","Predicted"
"1",5.619,0.23120234,0.269898734201625
"2",5.83942857142857,0.23120234,0.269898734201625
"3",6.05985714285714,0.23120234,0.269898734201625
"4",6.28028571428571,0.23120234,0.269898734201625
"5",6.50071428571429,0.23120234,0.269898734201625
"6",6.72114285714286,0.23120234,0.269898734201625
"7",6.94157142857143,0.23120234,0.269898734201625
"8",7.162,0.23120234,0.269898734201625
"9",7.38242857142857,0.23120234,0.269898734201625
"10",7.60285714285714,0.23120234,0.269898734201625
"11",7.82328571428571,0.23120234,0.269898734201625
"12",8.04371428571429,0.23120234,0.269898734201625
"13",8.26414285714286,0.23120234,0.269898734201625
"14",8.48457142857143,0.23120234,0.269898734201625
"15",8.705,0.23120234,0.140334536721406
"16",8.92542857142857,0.23120234,0.140334536721406
"17",9.14585714285714,0.23120234,0.208857972396092
"18",9.36628571428571,0.23120234,0.185801971342108
"19",9.58671428571429,0.23120234,0.185801971342108
"20",9.80714285714286,0.23120234,0.185801971342108
"21",10.0275714285714,0.23120234,0.185801971342108
"22",10.248,0.23120234,0.185801971342108
"23",10.4684285714286,0.23120234,0.174345861113126
"24",10.6888571428571,0.23120234,0.174345861113126
"25",10.9092857142857,0.23120234,0.174345861113126
"26",11.1297142857143,0.23120234,0.311240866364323
"27",11.3501428571429,0.23120234,0.509207653112966
"28",11.5705714285714,0.23120234,0.549616293736166
"29",11.791,0.23120234,0.598843505543249
"30",12.0114285714286,0.23120234,0.629076800340359
"31",12.2318571428571,0.23120234,0.50930963277394
"32",12.4522857142857,0.23120234,0.554562587076
"33",12.6727142857143,0.23120234,0.70128707011961
"34",12.8931428571429,0.23120234,0.741332249126344
"35",13.1135714285714,0.23120234,0.720765403649347
"36",13.334,0.23120234,0.26008435998308
"37",13.5544285714286,0.23120234,0.183525007016953
"38",13.7748571428571,0.23120234,0.183525007016953
"39",13.9952857142857,0.23120234,0.183525007016953
"40",14.2157142857143,0.23120234,0.183525007016953
"41",14.4361428571429,0.23120234,0.183525007016953
"42",14.6565714285714,0.23120234,0.183525007016953
"43",14.877,0.23120234,0.183525007016953
"44",15.0974285714286,0.23120234,0.183525007016953
"45",15.3178571428571,0.23120234,0.183525007016953
"46",15.5382857142857,0.23120234,0.183525007016953
"47",15.7587142857143,0.23120234,0.183525007016953
"48",15.9791428571429,0.23120234,0.183525007016953
"49",16.1995714285714,0.23120234,0.183525007016953
"50",16.42,0.23120234,0.183525007016953
"51",5.619,0.251468498367347,0.269898734201625
"52",5.83942857142857,0.251468498367347,0.269898734201625
"53",6.05985714285714,0.251468498367347,0.269898734201625
"54",6.28028571428571,0.251468498367347,0.269898734201625
"55",6.50071428571429,0.251468498367347,0.269898734201625
"56",6.72114285714286,0.251468498367347,0.269898734201625
"57",6.94157142857143,0.251468498367347,0.269898734201625
"58",7.162,0.251468498367347,0.269898734201625
"59",7.38242857142857,0.251468498367347,0.269898734201625
"60",7.60285714285714,0.251468498367347,0.269898734201625
"61",7.82328571428571,0.251468498367347,0.269898734201625
"62",8.04371428571429,0.251468498367347,0.269898734201625
"63",8.26414285714286,0.251468498367347,0.269898734201625
"64",8.48457142857143,0.251468498367347,0.269898734201625
"65",8.705,0.251468498367347,0.140334536721406
"66",8.92542857142857,0.251468498367347,0.140334536721406
