"","ppt_day","snow1992to2011","Predicted"
"1",0,-0.035897436,1.33691942683349
"2",0.14134693877551,-0.035897436,1.18448030451514
"3",0.28269387755102,-0.035897436,1.14627158012377
"4",0.424040816326531,-0.035897436,1.07416870223533
"5",0.565387755102041,-0.035897436,1.00260871981828
"6",0.706734693877551,-0.035897436,1.07984695913605
"7",0.848081632653061,-0.035897436,1.07984695913605
"8",0.989428571428572,-0.035897436,1.07984695913605
"9",1.13077551020408,-0.035897436,1.12632906828054
"10",1.27212244897959,-0.035897436,1.16776585124354
"11",1.4134693877551,-0.035897436,1.2670478349278
"12",1.55481632653061,-0.035897436,1.34979095575766
"13",1.69616326530612,-0.035897436,1.59228418358207
"14",1.83751020408163,-0.035897436,1.59228418358207
"15",1.97885714285714,-0.035897436,1.59228418358207
"16",2.12020408163265,-0.035897436,1.58647132783612
"17",2.26155102040816,-0.035897436,1.58647132783612
"18",2.40289795918367,-0.035897436,1.58647132783612
"19",2.54424489795918,-0.035897436,1.58647132783612
"20",2.68559183673469,-0.035897436,1.58647132783612
"21",2.8269387755102,-0.035897436,1.58647132783612
"22",2.96828571428571,-0.035897436,1.58647132783612
"23",3.10963265306122,-0.035897436,1.58647132783612
"24",3.25097959183673,-0.035897436,1.58647132783612
"25",3.39232653061225,-0.035897436,1.58647132783612
"26",3.53367346938776,-0.035897436,1.58647132783612
"27",3.67502040816327,-0.035897436,1.58647132783612
"28",3.81636734693878,-0.035897436,1.58647132783612
"29",3.95771428571429,-0.035897436,1.58647132783612
"30",4.0990612244898,-0.035897436,1.58647132783612
"31",4.24040816326531,-0.035897436,1.58647132783612
"32",4.38175510204082,-0.035897436,1.58647132783612
"33",4.52310204081633,-0.035897436,1.58647132783612
"34",4.66444897959184,-0.035897436,1.58647132783612
"35",4.80579591836735,-0.035897436,1.58647132783612
"36",4.94714285714286,-0.035897436,1.58647132783612
"37",5.08848979591837,-0.035897436,1.58647132783612
"38",5.22983673469388,-0.035897436,1.58647132783612
"39",5.37118367346939,-0.035897436,1.58647132783612
"40",5.5125306122449,-0.035897436,1.58647132783612
"41",5.65387755102041,-0.035897436,1.58647132783612
"42",5.79522448979592,-0.035897436,1.58647132783612
"43",5.93657142857143,-0.035897436,1.58647132783612
