"","NO3_N","tmean_day","Predicted"
"1",0.002,5.619,1.43423254710994
"2",0.0100612244897959,5.619,1.43423254710994
"3",0.0181224489795918,5.619,1.43423254710994
"4",0.0261836734693878,5.619,1.34240047204304
"5",0.0342448979591837,5.619,1.41378531933611
"6",0.0423061224489796,5.619,1.49568362825378
"7",0.0503673469387755,5.619,1.51496404572703
"8",0.0584285714285714,5.619,1.5229259150845
"9",0.0664897959183673,5.619,1.5216158850808
"10",0.0745510204081633,5.619,1.5128852312518
"11",0.0826122448979592,5.619,1.24052643887919
"12",0.0906734693877551,5.619,1.2219185186817
"13",0.098734693877551,5.619,1.2156385860595
"14",0.106795918367347,5.619,1.19937866277754
"15",0.114857142857143,5.619,1.21467452373243
"16",0.122918367346939,5.619,1.18041214763051
"17",0.130979591836735,5.619,1.1728314671639
"18",0.139040816326531,5.619,1.17334237390628
"19",0.147102040816327,5.619,1.17088287613953
"20",0.155163265306122,5.619,1.17088287613953
"21",0.163224489795918,5.619,1.17088287613953
"22",0.171285714285714,5.619,1.16593527333776
"23",0.17934693877551,5.619,1.1750677389964
"24",0.187408163265306,5.619,1.19343910910997
"25",0.195469387755102,5.619,1.19343910910997
"26",0.203530612244898,5.619,1.19343910910997
"27",0.211591836734694,5.619,1.19343910910997
"28",0.21965306122449,5.619,1.19343910910997
"29",0.227714285714286,5.619,1.19343910910997
"30",0.235775510204082,5.619,1.19343910910997
"31",0.243836734693878,5.619,1.19343910910997
"32",0.251897959183673,5.619,1.19343910910997
"33",0.259959183673469,5.619,1.19343910910997
"34",0.268020408163265,5.619,1.19343910910997
"35",0.276081632653061,5.619,1.19343910910997
"36",0.284142857142857,5.619,1.19343910910997
"37",0.292204081632653,5.619,1.19343910910997
"38",0.300265306122449,5.619,1.19343910910997
"39",0.308326530612245,5.619,1.19343910910997
"40",0.316387755102041,5.619,1.19343910910997
"41",0.324448979591837,5.619,1.19343910910997
"42",0.332510204081633,5.619,1.19343910910997
"43",0.340571428571429,5.619,1.19343910910997
"44",0.348632653061224,5.619,1.19343910910997
"45",0.35669387755102,5.619,1.19343910910997
"46",0.364755102040816,5.619,1.19343910910997
"47",0.372816326530612,5.619,1.19343910910997
"48",0.380877551020408,5.619,1.19343910910997
"49",0.388938775510204,5.619,1.19343910910997
"50",0.397,5.619,1.19343910910997
"51",0.002,5.83942857142857,1.43423254710994
"52",0.0100612244897959,5.83942857142857,1.43423254710994
"53",0.0181224489795918,5.83942857142857,1.43423254710994
"54",0.0261836734693878,5.83942857142857,1.34240047204304
"55",0.0342448979591837,5.83942857142857,1.41378531933611
"56",0.0423061224489796,5.83942857142857,1.49568362825378
"57",0.0503673469387755,5.83942857142857,1.51496404572703
"58",0.0584285714285714,5.83942857142857,1.5229259150845
"59",0.0664897959183673,5.83942857142857,1.5216158850808
"60",0.0745510204081633,5.83942857142857,1.5128852312518
"61",0.0826122448979592,5.83942857142857,1.24052643887919
"62",0.0906734693877551,5.83942857142857,1.2219185186817
"63",0.098734693877551,5.83942857142857,1.2156385860595
"64",0.106795918367347,5.83942857142857,1.19937866277754
"65",0.114857142857143,5.83942857142857,1.21467452373243
"66",0.122918367346939,5.83942857142857,1.18041214763051
"67",0.130979591836735,5.83942857142857,1.1728314671639
"68",0.139040816326531,5.83942857142857,1.17334237390628
"69",0.147102040816327,5.83942857142857,1.17088287613953
"70",0.155163265306122,5.83942857142857,1.17088287613953
"71",0.163224489795918,5.83942857142857,1.17088287613953
"72",0.171285714285714,5.83942857142857,1.16593527333776
"73",0.17934693877551,5.83942857142857,1.1750677389964
"74",0.187408163265306,5.83942857142857,1.19343910910997
"75",0.195469387755102,5.83942857142857,1.19343910910997
"76",0.203530612244898,5.83942857142857,1.19343910910997
"77",0.211591836734694,5.83942857142857,1.19343910910997
"78",0.21965306122449,5.83942857142857,1.19343910910997
