"Value","Chl_a","Chl_a_modified","Var"
0,1.83212961477332,0.336185988556663,"ppt_week"
0.273141414141414,1.33225052749618,0.244460848719402,"ppt_week"
0.546282828282828,1.33225052749618,0.244460848719402,"ppt_week"
0.819424242424242,1.34929971604407,0.247589283661911,"ppt_week"
1.09256565656566,1.32341644862074,0.242839842478479,"ppt_week"
1.36570707070707,1.0361230120005,0.190123032915874,"ppt_week"
1.63884848484848,1.06632311940233,0.195664591154731,"ppt_week"
1.9119898989899,1.56720424518231,0.287573599699714,"ppt_week"
2.18513131313131,1.60945287359936,0.295325997125649,"ppt_week"
2.45827272727273,1.60945287359936,0.295325997125649,"ppt_week"
2.73141414141414,1.51827849139648,0.278595985468853,"ppt_week"
3.00455555555556,1.51827849139648,0.278595985468853,"ppt_week"
3.27769696969697,1.51827849139648,0.278595985468853,"ppt_week"
3.55083838383838,1.51827849139648,0.278595985468853,"ppt_week"
3.8239797979798,1.5349989773458,0.281664105241982,"ppt_week"
4.09712121212121,1.55311470782481,0.284988244926425,"ppt_week"
4.37026262626263,1.63547127486597,0.30010023464681,"ppt_week"
4.64340404040404,1.63547127486597,0.30010023464681,"ppt_week"
4.91654545454545,1.63547127486597,0.30010023464681,"ppt_week"
5.18968686868687,1.63547127486597,0.30010023464681,"ppt_week"
5.46282828282828,1.3840121711751,0.253958833583137,"ppt_week"
5.7359696969697,1.11775065027981,0.205101268105785,"ppt_week"
6.00911111111111,1.05752333329237,0.194049877452922,"ppt_week"
6.28225252525252,0.684558123421126,0.12561275555567,"ppt_week"
6.55539393939394,0.684558123421126,0.12561275555567,"ppt_week"
6.82853535353535,0.684558123421126,0.12561275555567,"ppt_week"
7.10167676767677,0.684558123421126,0.12561275555567,"ppt_week"
7.37481818181818,0.780258128292584,0.143173194775233,"ppt_week"
7.6479595959596,0.778105116560378,0.142778128633772,"ppt_week"
7.92110101010101,0.778105116560378,0.142778128633772,"ppt_week"
8.19424242424242,0.958916846314763,0.175956114306821,"ppt_week"
8.46738383838384,0.949979751003397,0.174316205100698,"ppt_week"
8.74052525252525,0.949979751003397,0.174316205100698,"ppt_week"
9.01366666666667,0.829735937335667,0.152252108194154,"ppt_week"
9.28680808080808,0.812775173848007,0.14913989877742,"ppt_week"
9.55994949494949,0.661805635970541,0.121437795758055,"ppt_week"
9.83309090909091,0.650071872552025,0.119284712907074,"ppt_week"
10.1062323232323,0.864029516319567,0.158544796581964,"ppt_week"
10.3793737373737,0.864029516319567,0.158544796581964,"ppt_week"
10.6525151515152,0.864029516319567,0.158544796581964,"ppt_week"
10.9256565656566,0.864029516319567,0.158544796581964,"ppt_week"
11.198797979798,0.852665849109324,0.156459624406426,"ppt_week"
11.4719393939394,0.772014995879131,0.141660624050502,"ppt_week"
11.7450808080808,0.772014995879131,0.141660624050502,"ppt_week"
12.0182222222222,0.772014995879131,0.141660624050502,"ppt_week"
12.2913636363636,0.772014995879131,0.141660624050502,"ppt_week"
12.564505050505,0.847507956727348,0.155513178731775,"ppt_week"
12.8376464646465,0.847507956727348,0.155513178731775,"ppt_week"
13.1107878787879,0.847507956727348,0.155513178731775,"ppt_week"
13.3839292929293,0.847507956727348,0.155513178731775,"ppt_week"
13.6570707070707,0.847507956727348,0.155513178731775,"ppt_week"
13.9302121212121,0.847507956727348,0.155513178731775,"ppt_week"
14.2033535353535,0.847507956727348,0.155513178731775,"ppt_week"
14.4764949494949,0.847507956727348,0.155513178731775,"ppt_week"
14.7496363636364,0.924990956157176,0.169730894852735,"ppt_week"
15.0227777777778,0.924990956157176,0.169730894852735,"ppt_week"
15.2959191919192,0.924990956157176,0.169730894852735,"ppt_week"
15.5690606060606,0.924990956157176,0.169730894852735,"ppt_week"
15.842202020202,0.924990956157176,0.169730894852735,"ppt_week"
16.1153434343434,0.982264405438316,0.180240266574786,"ppt_week"
16.3884848484848,0.982264405438316,0.180240266574786,"ppt_week"
16.6616262626263,1.08407586348404,0.198922124776031,"ppt_week"
16.9347676767677,1.09412381202748,0.200765869610896,"ppt_week"
17.2079090909091,1.09412381202748,0.200765869610896,"ppt_week"
17.4810505050505,1.36814966462184,0.25104814844187,"ppt_week"
17.7541919191919,1.36814966462184,0.25104814844187,"ppt_week"
18.0273333333333,1.36814966462184,0.25104814844187,"ppt_week"
18.3004747474747,1.36814966462184,0.25104814844187,"ppt_week"
18.5736161616162,1.63133903714688,0.299341991118982,"ppt_week"
18.8467575757576,1.60630482739851,0.294748347479293,"ppt_week"
19.119898989899,1.60630482739851,0.294748347479293,"ppt_week"
19.3930404040404,1.60630482739851,0.294748347479293,"ppt_week"
19.6661818181818,1.60630482739851,0.294748347479293,"ppt_week"
19.9393232323232,1.60630482739851,0.294748347479293,"ppt_week"
20.2124646464646,1.60630482739851,0.294748347479293,"ppt_week"
20.4856060606061,1.60630482739851,0.294748347479293,"ppt_week"
20.7587474747475,1.60630482739851,0.294748347479293,"ppt_week"
21.0318888888889,1.60630482739851,0.294748347479293,"ppt_week"
21.3050303030303,1.60630482739851,0.294748347479293,"ppt_week"
21.5781717171717,1.60630482739851,0.294748347479293,"ppt_week"
21.8513131313131,1.60630482739851,0.294748347479293,"ppt_week"
22.1244545454545,1.60630482739851,0.294748347479293,"ppt_week"
22.397595959596,1.60630482739851,0.294748347479293,"ppt_week"
22.6707373737374,1.60630482739851,0.294748347479293,"ppt_week"
22.9438787878788,1.60630482739851,0.294748347479293,"ppt_week"
23.2170202020202,1.60630482739851,0.294748347479293,"ppt_week"
23.4901616161616,1.60630482739851,0.294748347479293,"ppt_week"
23.763303030303,1.60630482739851,0.294748347479293,"ppt_week"
24.0364444444444,1.60630482739851,0.294748347479293,"ppt_week"
24.3095858585859,1.60630482739851,0.294748347479293,"ppt_week"
24.5827272727273,1.60630482739851,0.294748347479293,"ppt_week"
24.8558686868687,1.60630482739851,0.294748347479293,"ppt_week"
25.1290101010101,1.60630482739851,0.294748347479293,"ppt_week"
25.4021515151515,1.60630482739851,0.294748347479293,"ppt_week"
25.6752929292929,1.60630482739851,0.294748347479293,"ppt_week"
25.9484343434343,1.60630482739851,0.294748347479293,"ppt_week"
26.2215757575758,1.60630482739851,0.294748347479293,"ppt_week"
26.4947171717172,1.60630482739851,0.294748347479293,"ppt_week"
26.7678585858586,1.60630482739851,0.294748347479293,"ppt_week"
27.041,1.60630482739851,0.294748347479293,"ppt_week"
2.403333,1.20619986340393,0.22133122580715,"tmean_month"
2.52528957575758,1.20619986340393,0.22133122580715,"tmean_month"
2.64724615151515,1.20619986340393,0.22133122580715,"tmean_month"
2.76920272727273,1.20619986340393,0.22133122580715,"tmean_month"
2.8911593030303,1.20619986340393,0.22133122580715,"tmean_month"
3.01311587878788,1.20619986340393,0.22133122580715,"tmean_month"
3.13507245454545,1.20619986340393,0.22133122580715,"tmean_month"
3.25702903030303,1.20619986340393,0.22133122580715,"tmean_month"
3.37898560606061,1.20619986340393,0.22133122580715,"tmean_month"
