"","NO3_N","snow2011","Predicted"
"1",0.002,0,1.40394350706476
"2",0.0100612244897959,0,1.40394350706476
"3",0.0181224489795918,0,1.40394350706476
"4",0.0261836734693878,0,1.27040016955098
"5",0.0342448979591837,0,1.34394395261611
"6",0.0423061224489796,0,1.4069220630647
"7",0.0503673469387755,0,1.4069220630647
"8",0.0584285714285714,0,1.42033300457853
"9",0.0664897959183673,0,1.42033300457853
"10",0.0745510204081633,0,1.42033300457853
"11",0.0826122448979592,0,1.12149074268346
"12",0.0906734693877551,0,1.12149074268346
"13",0.098734693877551,0,1.12149074268346
"14",0.106795918367347,0,1.10816684377765
"15",0.114857142857143,0,1.11662118878793
"16",0.122918367346939,0,1.06714697797565
"17",0.130979591836735,0,1.06714697797565
"18",0.139040816326531,0,1.06714697797565
"19",0.147102040816327,0,1.06714697797565
"20",0.155163265306122,0,1.06714697797565
"21",0.163224489795918,0,1.06714697797565
"22",0.171285714285714,0,1.06714697797565
"23",0.17934693877551,0,1.06714697797565
"24",0.187408163265306,0,1.11598950385772
"25",0.195469387755102,0,1.11598950385772
"26",0.203530612244898,0,1.11598950385772
"27",0.211591836734694,0,1.11598950385772
"28",0.21965306122449,0,1.11598950385772
"29",0.227714285714286,0,1.11598950385772
"30",0.235775510204082,0,1.11598950385772
"31",0.243836734693878,0,1.11598950385772
"32",0.251897959183673,0,1.11598950385772
"33",0.259959183673469,0,1.11598950385772
"34",0.268020408163265,0,1.11598950385772
"35",0.276081632653061,0,1.11598950385772
"36",0.284142857142857,0,1.11598950385772
"37",0.292204081632653,0,1.11598950385772
"38",0.300265306122449,0,1.11598950385772
"39",0.308326530612245,0,1.11598950385772
"40",0.316387755102041,0,1.11598950385772
"41",0.324448979591837,0,1.11598950385772
"42",0.332510204081633,0,1.11598950385772
"43",0.340571428571429,0,1.11598950385772
"44",0.348632653061224,0,1.11598950385772
"45",0.35669387755102,0,1.11598950385772
"46",0.364755102040816,0,1.11598950385772
"47",0.372816326530612,0,1.11598950385772
"48",0.380877551020408,0,1.11598950385772
"49",0.388938775510204,0,1.11598950385772
"50",0.397,0,1.11598950385772
"51",0.002,0.015694466755102,1.40394350706476
"52",0.0100612244897959,0.015694466755102,1.40394350706476
"53",0.0181224489795918,0.015694466755102,1.40394350706476
"54",0.0261836734693878,0.015694466755102,1.27040016955098
"55",0.0342448979591837,0.015694466755102,1.34394395261611
"56",0.0423061224489796,0.015694466755102,1.4069220630647
"57",0.0503673469387755,0.015694466755102,1.4069220630647
"58",0.0584285714285714,0.015694466755102,1.42033300457853
"59",0.0664897959183673,0.015694466755102,1.42033300457853
"60",0.0745510204081633,0.015694466755102,1.42033300457853
"61",0.0826122448979592,0.015694466755102,1.12149074268346
"62",0.0906734693877551,0.015694466755102,1.12149074268346
"63",0.098734693877551,0.015694466755102,1.12149074268346
"64",0.106795918367347,0.015694466755102,1.10816684377765
"65",0.114857142857143,0.015694466755102,1.11662118878793
"66",0.122918367346939,0.015694466755102,1.06714697797565
"67",0.130979591836735,0.015694466755102,1.06714697797565
"68",0.139040816326531,0.015694466755102,1.06714697797565
"69",0.147102040816327,0.015694466755102,1.06714697797565
"70",0.155163265306122,0.015694466755102,1.06714697797565
"71",0.163224489795918,0.015694466755102,1.06714697797565
"72",0.171285714285714,0.015694466755102,1.06714697797565
"73",0.17934693877551,0.015694466755102,1.06714697797565
"74",0.187408163265306,0.015694466755102,1.11598950385772
"75",0.195469387755102,0.015694466755102,1.11598950385772
"76",0.203530612244898,0.015694466755102,1.11598950385772
"77",0.211591836734694,0.015694466755102,1.11598950385772
"78",0.21965306122449,0.015694466755102,1.11598950385772
"79",0.227714285714286,0.015694466755102,1.11598950385772
"80",0.235775510204082,0.015694466755102,1.11598950385772
"81",0.243836734693878,0.015694466755102,1.11598950385772
"82",0.251897959183673,0.015694466755102,1.11598950385772
"83",0.259959183673469,0.015694466755102,1.11598950385772
"84",0.268020408163265,0.015694466755102,1.11598950385772
"85",0.276081632653061,0.015694466755102,1.11598950385772
"86",0.284142857142857,0.015694466755102,1.11598950385772
"87",0.292204081632653,0.015694466755102,1.11598950385772
"88",0.300265306122449,0.015694466755102,1.11598950385772
"89",0.308326530612245,0.015694466755102,1.11598950385772
"90",0.316387755102041,0.015694466755102,1.11598950385772
"91",0.324448979591837,0.015694466755102,1.11598950385772
"92",0.332510204081633,0.015694466755102,1.11598950385772
"93",0.340571428571429,0.015694466755102,1.11598950385772
"94",0.348632653061224,0.015694466755102,1.11598950385772
"95",0.35669387755102,0.015694466755102,1.11598950385772
"96",0.364755102040816,0.015694466755102,1.11598950385772
"97",0.372816326530612,0.015694466755102,1.11598950385772
"98",0.380877551020408,0.015694466755102,1.11598950385772
"99",0.388938775510204,0.015694466755102,1.11598950385772
"100",0.397,0.015694466755102,1.11598950385772
"101",0.002,0.0313889335102041,1.40394350706476
"102",0.0100612244897959,0.0313889335102041,1.40394350706476
"103",0.0181224489795918,0.0313889335102041,1.40394350706476
"104",0.0261836734693878,0.0313889335102041,1.27040016955098
"105",0.0342448979591837,0.0313889335102041,1.34394395261611
"106",0.0423061224489796,0.0313889335102041,1.4069220630647
"107",0.0503673469387755,0.0313889335102041,1.4069220630647
"108",0.0584285714285714,0.0313889335102041,1.42033300457853
"109",0.0664897959183673,0.0313889335102041,1.42033300457853
"110",0.0745510204081633,0.0313889335102041,1.42033300457853
"111",0.0826122448979592,0.0313889335102041,1.12149074268346
"112",0.0906734693877551,0.0313889335102041,1.12149074268346
"113",0.098734693877551,0.0313889335102041,1.12149074268346
"114",0.106795918367347,0.0313889335102041,1.10816684377765
"115",0.114857142857143,0.0313889335102041,1.11662118878793
"116",0.122918367346939,0.0313889335102041,1.06714697797565
"117",0.130979591836735,0.0313889335102041,1.06714697797565
"118",0.139040816326531,0.0313889335102041,1.06714697797565
"119",0.147102040816327,0.0313889335102041,1.06714697797565
"120",0.155163265306122,0.0313889335102041,1.06714697797565
"121",0.163224489795918,0.0313889335102041,1.06714697797565
"122",0.171285714285714,0.0313889335102041,1.06714697797565
"123",0.17934693877551,0.0313889335102041,1.06714697797565
"124",0.187408163265306,0.0313889335102041,1.11598950385772
"125",0.195469387755102,0.0313889335102041,1.11598950385772
"126",0.203530612244898,0.0313889335102041,1.11598950385772
"127",0.211591836734694,0.0313889335102041,1.11598950385772
"128",0.21965306122449,0.0313889335102041,1.11598950385772
"129",0.227714285714286,0.0313889335102041,1.11598950385772
"130",0.235775510204082,0.0313889335102041,1.11598950385772
"131",0.243836734693878,0.0313889335102041,1.11598950385772
"132",0.251897959183673,0.0313889335102041,1.11598950385772
