"","Difference_SnowFree","eastMEAN","Predicted"
"1",-8,-0.078810751,1.25694967359191
"2",-7.61224489795918,-0.078810751,1.25694967359191
"3",-7.22448979591837,-0.078810751,1.25694967359191
"4",-6.83673469387755,-0.078810751,1.25694967359191
"5",-6.44897959183673,-0.078810751,1.25694967359191
"6",-6.06122448979592,-0.078810751,1.25694967359191
"7",-5.6734693877551,-0.078810751,1.25694967359191
"8",-5.28571428571429,-0.078810751,1.25694967359191
"9",-4.89795918367347,-0.078810751,1.25694967359191
"10",-4.51020408163265,-0.078810751,1.25694967359191
"11",-4.12244897959184,-0.078810751,1.25694967359191
"12",-3.73469387755102,-0.078810751,1.16168859160984
"13",-3.3469387755102,-0.078810751,1.16168859160984
"14",-2.95918367346939,-0.078810751,1.16168859160984
"15",-2.57142857142857,-0.078810751,1.16168859160984
"16",-2.18367346938776,-0.078810751,1.16168859160984
"17",-1.79591836734694,-0.078810751,1.16168859160984
"18",-1.40816326530612,-0.078810751,1.16168859160984
"19",-1.02040816326531,-0.078810751,1.16168859160984
"20",-0.63265306122449,-0.078810751,1.16168859160984
"21",-0.244897959183674,-0.078810751,1.16168859160984
"22",0.142857142857142,-0.078810751,1.16168859160984
"23",0.530612244897959,-0.078810751,1.16168859160984
"24",0.918367346938775,-0.078810751,1.16168859160984
"25",1.30612244897959,-0.078810751,1.10528194841192
"26",1.69387755102041,-0.078810751,1.10528194841192
"27",2.08163265306122,-0.078810751,1.10528194841192
"28",2.46938775510204,-0.078810751,1.10528194841192
"29",2.85714285714286,-0.078810751,1.10528194841192
"30",3.24489795918367,-0.078810751,1.10528194841192
"31",3.63265306122449,-0.078810751,1.10528194841192
"32",4.02040816326531,-0.078810751,1.10528194841192
"33",4.40816326530612,-0.078810751,1.10528194841192
"34",4.79591836734694,-0.078810751,1.10528194841192
"35",5.18367346938775,-0.078810751,1.10528194841192
"36",5.57142857142857,-0.078810751,1.10528194841192
"37",5.95918367346939,-0.078810751,1.10528194841192
"38",6.3469387755102,-0.078810751,1.10528194841192
"39",6.73469387755102,-0.078810751,1.10528194841192
"40",7.12244897959184,-0.078810751,0.983162579812411
"41",7.51020408163265,-0.078810751,0.983162579812411
"42",7.89795918367347,-0.078810751,0.983162579812411
"43",8.28571428571428,-0.078810751,0.983162579812411
"44",8.6734693877551,-0.078810751,0.983162579812411
"45",9.06122448979592,-0.078810751,0.983162579812411
"46",9.44897959183674,-0.078810751,0.983162579812411
"47",9.83673469387755,-0.078810751,0.983162579812411
"48",10.2244897959184,-0.078810751,0.983162579812411
"49",10.6122448979592,-0.078810751,0.983162579812411
"50",11,-0.078810751,0.983162579812411
"51",-8,-0.0743777187142857,1.25694967359191
"52",-7.61224489795918,-0.0743777187142857,1.25694967359191
"53",-7.22448979591837,-0.0743777187142857,1.25694967359191
"54",-6.83673469387755,-0.0743777187142857,1.25694967359191
"55",-6.44897959183673,-0.0743777187142857,1.25694967359191
"56",-6.06122448979592,-0.0743777187142857,1.25694967359191
"57",-5.6734693877551,-0.0743777187142857,1.25694967359191
"58",-5.28571428571429,-0.0743777187142857,1.25694967359191
"59",-4.89795918367347,-0.0743777187142857,1.25694967359191
"60",-4.51020408163265,-0.0743777187142857,1.25694967359191
"61",-4.12244897959184,-0.0743777187142857,1.25694967359191
"62",-3.73469387755102,-0.0743777187142857,1.16168859160984
"63",-3.3469387755102,-0.0743777187142857,1.16168859160984
"64",-2.95918367346939,-0.0743777187142857,1.16168859160984
"65",-2.57142857142857,-0.0743777187142857,1.16168859160984
"66",-2.18367346938776,-0.0743777187142857,1.16168859160984
"67",-1.79591836734694,-0.0743777187142857,1.16168859160984
"68",-1.40816326530612,-0.0743777187142857,1.16168859160984
"69",-1.02040816326531,-0.0743777187142857,1.16168859160984
"70",-0.63265306122449,-0.0743777187142857,1.16168859160984
"71",-0.244897959183674,-0.0743777187142857,1.16168859160984
"72",0.142857142857142,-0.0743777187142857,1.16168859160984
"73",0.530612244897959,-0.0743777187142857,1.16168859160984
"74",0.918367346938775,-0.0743777187142857,1.16168859160984
"75",1.30612244897959,-0.0743777187142857,1.10528194841192
"76",1.69387755102041,-0.0743777187142857,1.10528194841192
"77",2.08163265306122,-0.0743777187142857,1.10528194841192
"78",2.46938775510204,-0.0743777187142857,1.10528194841192
"79",2.85714285714286,-0.0743777187142857,1.10528194841192
"80",3.24489795918367,-0.0743777187142857,1.10528194841192
"81",3.63265306122449,-0.0743777187142857,1.10528194841192
"82",4.02040816326531,-0.0743777187142857,1.10528194841192
"83",4.40816326530612,-0.0743777187142857,1.10528194841192
"84",4.79591836734694,-0.0743777187142857,1.10528194841192
"85",5.18367346938775,-0.0743777187142857,1.10528194841192
"86",5.57142857142857,-0.0743777187142857,1.10528194841192
"87",5.95918367346939,-0.0743777187142857,1.10528194841192
"88",6.3469387755102,-0.0743777187142857,1.10528194841192
"89",6.73469387755102,-0.0743777187142857,1.10528194841192
"90",7.12244897959184,-0.0743777187142857,0.983162579812411
"91",7.51020408163265,-0.0743777187142857,0.983162579812411
"92",7.89795918367347,-0.0743777187142857,0.983162579812411
"93",8.28571428571428,-0.0743777187142857,0.983162579812411
"94",8.6734693877551,-0.0743777187142857,0.983162579812411
"95",9.06122448979592,-0.0743777187142857,0.983162579812411
"96",9.44897959183674,-0.0743777187142857,0.983162579812411
"97",9.83673469387755,-0.0743777187142857,0.983162579812411
"98",10.2244897959184,-0.0743777187142857,0.983162579812411
"99",10.6122448979592,-0.0743777187142857,0.983162579812411
"100",11,-0.0743777187142857,0.983162579812411
"101",-8,-0.0699446864285714,1.25694967359191
"102",-7.61224489795918,-0.0699446864285714,1.25694967359191
"103",-7.22448979591837,-0.0699446864285714,1.25694967359191
"104",-6.83673469387755,-0.0699446864285714,1.25694967359191
"105",-6.44897959183673,-0.0699446864285714,1.25694967359191
"106",-6.06122448979592,-0.0699446864285714,1.25694967359191
"107",-5.6734693877551,-0.0699446864285714,1.25694967359191
"108",-5.28571428571429,-0.0699446864285714,1.25694967359191
"109",-4.89795918367347,-0.0699446864285714,1.25694967359191
"110",-4.51020408163265,-0.0699446864285714,1.25694967359191
"111",-4.12244897959184,-0.0699446864285714,1.25694967359191
"112",-3.73469387755102,-0.0699446864285714,1.16168859160984
