"","Difference_SnowFree","ppt_week","Predicted"
"1",-8,0,1.57935623414512
"2",-7.61224489795918,0,1.57935623414512
"3",-7.22448979591837,0,1.57935623414512
"4",-6.83673469387755,0,1.57935623414512
"5",-6.44897959183673,0,1.57935623414512
"6",-6.06122448979592,0,1.57935623414512
"7",-5.6734693877551,0,1.57935623414512
"8",-5.28571428571429,0,1.57935623414512
"9",-4.89795918367347,0,1.57935623414512
"10",-4.51020408163265,0,1.57935623414512
"11",-4.12244897959184,0,1.57935623414512
"12",-3.73469387755102,0,1.48409515216305
"13",-3.3469387755102,0,1.48409515216305
"14",-2.95918367346939,0,1.48409515216305
"15",-2.57142857142857,0,1.48409515216305
"16",-2.18367346938776,0,1.48409515216305
"17",-1.79591836734694,0,1.48409515216305
"18",-1.40816326530612,0,1.48409515216305
"19",-1.02040816326531,0,1.48409515216305
"20",-0.63265306122449,0,1.48409515216305
"21",-0.244897959183674,0,1.48409515216305
"22",0.142857142857142,0,1.48409515216305
"23",0.530612244897959,0,1.48409515216305
"24",0.918367346938775,0,1.48409515216305
"25",1.30612244897959,0,1.42768850896513
"26",1.69387755102041,0,1.42768850896513
"27",2.08163265306122,0,1.42768850896513
"28",2.46938775510204,0,1.42768850896513
"29",2.85714285714286,0,1.42768850896513
"30",3.24489795918367,0,1.42768850896513
"31",3.63265306122449,0,1.42768850896513
"32",4.02040816326531,0,1.42768850896513
"33",4.40816326530612,0,1.42768850896513
"34",4.79591836734694,0,1.42768850896513
"35",5.18367346938775,0,1.42768850896513
"36",5.57142857142857,0,1.42768850896513
"37",5.95918367346939,0,1.42768850896513
"38",6.3469387755102,0,1.42768850896513
"39",6.73469387755102,0,1.42768850896513
"40",7.12244897959184,0,1.30556914036562
"41",7.51020408163265,0,1.30556914036562
"42",7.89795918367347,0,1.30556914036562
"43",8.28571428571428,0,1.30556914036562
"44",8.6734693877551,0,1.30556914036562
"45",9.06122448979592,0,1.30556914036562
"46",9.44897959183674,0,1.30556914036562
"47",9.83673469387755,0,1.30556914036562
"48",10.2244897959184,0,1.30556914036562
"49",10.6122448979592,0,1.30556914036562
"50",11,0,1.30556914036562
"51",-8,0.551857142857143,1.41322544080775
"52",-7.61224489795918,0.551857142857143,1.41322544080775
"53",-7.22448979591837,0.551857142857143,1.41322544080775
"54",-6.83673469387755,0.551857142857143,1.41322544080775
"55",-6.44897959183673,0.551857142857143,1.41322544080775
"56",-6.06122448979592,0.551857142857143,1.41322544080775
"57",-5.6734693877551,0.551857142857143,1.41322544080775
"58",-5.28571428571429,0.551857142857143,1.41322544080775
"59",-4.89795918367347,0.551857142857143,1.41322544080775
"60",-4.51020408163265,0.551857142857143,1.41322544080775
"61",-4.12244897959184,0.551857142857143,1.41322544080775
"62",-3.73469387755102,0.551857142857143,1.31796435882569
"63",-3.3469387755102,0.551857142857143,1.31796435882569
"64",-2.95918367346939,0.551857142857143,1.31796435882569
"65",-2.57142857142857,0.551857142857143,1.31796435882569
"66",-2.18367346938776,0.551857142857143,1.31796435882569
"67",-1.79591836734694,0.551857142857143,1.31796435882569
"68",-1.40816326530612,0.551857142857143,1.31796435882569
"69",-1.02040816326531,0.551857142857143,1.31796435882569
"70",-0.63265306122449,0.551857142857143,1.31796435882569
"71",-0.244897959183674,0.551857142857143,1.31796435882569
"72",0.142857142857142,0.551857142857143,1.31796435882569
"73",0.530612244897959,0.551857142857143,1.31796435882569
"74",0.918367346938775,0.551857142857143,1.31796435882569
"75",1.30612244897959,0.551857142857143,1.26155771562776
"76",1.69387755102041,0.551857142857143,1.26155771562776
"77",2.08163265306122,0.551857142857143,1.26155771562776
"78",2.46938775510204,0.551857142857143,1.26155771562776
"79",2.85714285714286,0.551857142857143,1.26155771562776
"80",3.24489795918367,0.551857142857143,1.26155771562776
"81",3.63265306122449,0.551857142857143,1.26155771562776
"82",4.02040816326531,0.551857142857143,1.26155771562776
"83",4.40816326530612,0.551857142857143,1.26155771562776
"84",4.79591836734694,0.551857142857143,1.26155771562776
"85",5.18367346938775,0.551857142857143,1.26155771562776
"86",5.57142857142857,0.551857142857143,1.26155771562776
"87",5.95918367346939,0.551857142857143,1.26155771562776
"88",6.3469387755102,0.551857142857143,1.26155771562776
"89",6.73469387755102,0.551857142857143,1.26155771562776
"90",7.12244897959184,0.551857142857143,1.13943834702826
"91",7.51020408163265,0.551857142857143,1.13943834702826
"92",7.89795918367347,0.551857142857143,1.13943834702826
