"","Difference_SnowFree","ppt_percent_normal","Predicted"
"1",-8,0.23120234,1.14458595064298
"2",-7.61224489795918,0.23120234,1.14458595064298
"3",-7.22448979591837,0.23120234,1.14458595064298
"4",-6.83673469387755,0.23120234,1.14458595064298
"5",-6.44897959183673,0.23120234,1.14458595064298
"6",-6.06122448979592,0.23120234,1.14458595064298
"7",-5.6734693877551,0.23120234,1.14458595064298
"8",-5.28571428571429,0.23120234,1.14458595064298
"9",-4.89795918367347,0.23120234,1.14458595064298
"10",-4.51020408163265,0.23120234,1.14458595064298
"11",-4.12244897959184,0.23120234,1.14458595064298
"12",-3.73469387755102,0.23120234,1.04932486866092
"13",-3.3469387755102,0.23120234,1.04932486866092
"14",-2.95918367346939,0.23120234,1.04932486866092
"15",-2.57142857142857,0.23120234,1.04932486866092
"16",-2.18367346938776,0.23120234,1.04932486866092
"17",-1.79591836734694,0.23120234,1.04932486866092
"18",-1.40816326530612,0.23120234,1.04932486866092
"19",-1.02040816326531,0.23120234,1.04932486866092
"20",-0.63265306122449,0.23120234,1.04932486866092
"21",-0.244897959183674,0.23120234,1.04932486866092
"22",0.142857142857142,0.23120234,1.04932486866092
"23",0.530612244897959,0.23120234,1.04932486866092
"24",0.918367346938775,0.23120234,1.04932486866092
"25",1.30612244897959,0.23120234,0.992918225462995
"26",1.69387755102041,0.23120234,0.992918225462995
"27",2.08163265306122,0.23120234,0.992918225462995
"28",2.46938775510204,0.23120234,0.992918225462995
"29",2.85714285714286,0.23120234,0.992918225462995
"30",3.24489795918367,0.23120234,0.992918225462995
"31",3.63265306122449,0.23120234,0.992918225462995
"32",4.02040816326531,0.23120234,0.992918225462995
"33",4.40816326530612,0.23120234,0.992918225462995
"34",4.79591836734694,0.23120234,0.992918225462995
"35",5.18367346938775,0.23120234,0.992918225462995
"36",5.57142857142857,0.23120234,0.992918225462995
"37",5.95918367346939,0.23120234,0.992918225462995
"38",6.3469387755102,0.23120234,0.992918225462995
"39",6.73469387755102,0.23120234,0.992918225462995
"40",7.12244897959184,0.23120234,0.901013537190819
"41",7.51020408163265,0.23120234,0.901013537190819
"42",7.89795918367347,0.23120234,0.901013537190819
"43",8.28571428571428,0.23120234,0.901013537190819
"44",8.6734693877551,0.23120234,0.901013537190819
"45",9.06122448979592,0.23120234,0.901013537190819
"46",9.44897959183674,0.23120234,0.901013537190819
"47",9.83673469387755,0.23120234,0.901013537190819
"48",10.2244897959184,0.23120234,0.901013537190819
"49",10.6122448979592,0.23120234,0.901013537190819
"50",11,0.23120234,0.901013537190819
"51",-8,0.251468498367347,1.14458595064298
"52",-7.61224489795918,0.251468498367347,1.14458595064298
"53",-7.22448979591837,0.251468498367347,1.14458595064298
"54",-6.83673469387755,0.251468498367347,1.14458595064298
"55",-6.44897959183673,0.251468498367347,1.14458595064298
"56",-6.06122448979592,0.251468498367347,1.14458595064298
"57",-5.6734693877551,0.251468498367347,1.14458595064298
"58",-5.28571428571429,0.251468498367347,1.14458595064298
"59",-4.89795918367347,0.251468498367347,1.14458595064298
"60",-4.51020408163265,0.251468498367347,1.14458595064298
"61",-4.12244897959184,0.251468498367347,1.14458595064298
"62",-3.73469387755102,0.251468498367347,1.04932486866092
"63",-3.3469387755102,0.251468498367347,1.04932486866092
"64",-2.95918367346939,0.251468498367347,1.04932486866092
"65",-2.57142857142857,0.251468498367347,1.04932486866092
"66",-2.18367346938776,0.251468498367347,1.04932486866092
"67",-1.79591836734694,0.251468498367347,1.04932486866092
"68",-1.40816326530612,0.251468498367347,1.04932486866092
"69",-1.02040816326531,0.251468498367347,1.04932486866092
"70",-0.63265306122449,0.251468498367347,1.04932486866092
"71",-0.244897959183674,0.251468498367347,1.04932486866092
"72",0.142857142857142,0.251468498367347,1.04932486866092
"73",0.530612244897959,0.251468498367347,1.04932486866092
"74",0.918367346938775,0.251468498367347,1.04932486866092
"75",1.30612244897959,0.251468498367347,0.992918225462995
"76",1.69387755102041,0.251468498367347,0.992918225462995
"77",2.08163265306122,0.251468498367347,0.992918225462995
"78",2.46938775510204,0.251468498367347,0.992918225462995
"79",2.85714285714286,0.251468498367347,0.992918225462995
"80",3.24489795918367,0.251468498367347,0.992918225462995
"81",3.63265306122449,0.251468498367347,0.992918225462995
