"","tmean_day","NtoP","Predicted"
"1",0.905,33.2,0.16621596919469
"2",1.15679593877551,33.2,0.16621596919469
"3",1.40859187755102,33.2,0.16621596919469
"4",1.66038781632653,33.2,0.16621596919469
"5",1.91218375510204,33.2,0.16621596919469
"6",2.16397969387755,33.2,0.16621596919469
"7",2.41577563265306,33.2,0.16621596919469
"8",2.66757157142857,33.2,0.16621596919469
"9",2.91936751020408,33.2,0.16621596919469
"10",3.17116344897959,33.2,0.16621596919469
"11",3.4229593877551,33.2,0.16621596919469
"12",3.67475532653061,33.2,0.16621596919469
"13",3.92655126530612,33.2,0.16621596919469
"14",4.17834720408163,33.2,0.16621596919469
"15",4.43014314285714,33.2,0.16621596919469
"16",4.68193908163265,33.2,0.16621596919469
"17",4.93373502040816,33.2,0.16621596919469
"18",5.18553095918367,33.2,0.16621596919469
"19",5.43732689795918,33.2,0.16621596919469
"20",5.68912283673469,33.2,0.16621596919469
"21",5.9409187755102,33.2,0.16621596919469
"22",6.19271471428571,33.2,0.16621596919469
"23",6.44451065306122,33.2,0.16621596919469
"24",6.69630659183674,33.2,0.16621596919469
"25",6.94810253061225,33.2,0.16621596919469
"26",7.19989846938776,33.2,0.166042210498307
"27",7.45169440816327,33.2,0.210727009771886
"28",7.70349034693878,33.2,0.211127250478385
"29",7.95528628571429,33.2,0.225413461173787
"30",8.2070822244898,33.2,0.390861399219729
"31",8.45887816326531,33.2,0.436614137238823
"32",8.71067410204082,33.2,0.547461819980309
"33",8.96247004081633,33.2,0.543690624718564
"34",9.21426597959184,33.2,0.606070333215391
"35",9.46606191836735,33.2,0.605764906102028
"36",9.71785785714286,33.2,0.611845698681982
"37",9.96965379591837,33.2,0.696748334452182
"38",10.2214497346939,33.2,0.655282592778325
"39",10.4732456734694,33.2,0.642291543929609
"40",10.7250416122449,33.2,0.650869997067325
"41",10.9768375510204,33.2,0.693702969454258
"42",11.2286334897959,33.2,0.70082740290194
"43",11.4804294285714,33.2,0.696035782953595
"44",11.7322253673469,33.2,0.680948019361491
"45",11.9840213061224,33.2,0.611625244242964
"46",12.235817244898,33.2,0.611625244242964
"47",12.4876131836735,33.2,0.611625244242964
"48",12.739409122449,33.2,0.611625244242964
"49",12.9912050612245,33.2,0.611625244242964
"50",13.243001,33.2,0.611625244242964
"51",0.905,66.9122448979592,0.16621596919469
"52",1.15679593877551,66.9122448979592,0.16621596919469
"53",1.40859187755102,66.9122448979592,0.16621596919469
"54",1.66038781632653,66.9122448979592,0.16621596919469
"55",1.91218375510204,66.9122448979592,0.16621596919469
"56",2.16397969387755,66.9122448979592,0.16621596919469
