"","snow1992to2011","ppt_day","Predicted"
"1",-0.035897436,0,1.54183359145079
"2",-0.0351648352653061,0,1.54183359145079
"3",-0.0344322345306122,0,1.54183359145079
"4",-0.0336996337959184,0,1.54183359145079
"5",-0.0329670330612245,0,1.54183359145079
"6",-0.0322344323265306,0,1.54183359145079
"7",-0.0315018315918367,0,1.54183359145079
"8",-0.0307692308571429,0,1.54183359145079
"9",-0.030036630122449,0,1.54183359145079
"10",-0.0293040293877551,0,1.54183359145079
"11",-0.0285714286530612,0,1.54183359145079
"12",-0.0278388279183673,0,1.54183359145079
"13",-0.0271062271836735,0,1.54183359145079
"14",-0.0263736264489796,0,1.54183359145079
"15",-0.0256410257142857,0,1.54183359145079
"16",-0.0249084249795918,0,1.54183359145079
"17",-0.024175824244898,0,1.54183359145079
"18",-0.0234432235102041,0,1.54183359145079
"19",-0.0227106227755102,0,1.54183359145079
"20",-0.0219780220408163,0,1.54183359145079
"21",-0.0212454213061224,0,1.54183359145079
"22",-0.0205128205714286,0,1.56700832653878
"23",-0.0197802198367347,0,1.51922901948697
"24",-0.0190476191020408,0,1.51922901948697
"25",-0.0183150183673469,0,1.5811171596836
"26",-0.0175824176326531,0,1.5811171596836
"27",-0.0168498168979592,0,1.5811171596836
"28",-0.0161172161632653,0,1.54746769617653
"29",-0.0153846154285714,0,1.61241504832676
"30",-0.0146520146938776,0,1.61241504832676
"31",-0.0139194139591837,0,1.61241504832676
"32",-0.0131868132244898,0,1.61241504832676
"33",-0.0124542124897959,0,1.61241504832676
"34",-0.011721611755102,0,1.61075169670211
"35",-0.0109890110204082,0,1.61075169670211
"36",-0.0102564102857143,0,1.61075169670211
"37",-0.00952380955102041,0,1.61075169670211
"38",-0.00879120881632653,0,1.61075169670211
"39",-0.00805860808163265,0,1.61075169670211
"40",-0.00732600734693878,0,1.61075169670211
"41",-0.0065934066122449,0,1.60270467087781
"42",-0.00586080587755102,0,1.52811678817932
"43",-0.00512820514285714,0,1.52811678817932
"44",-0.00439560440816326,0,1.52811678817932
