"","snow1992to2011","tmean_day","Predicted"
"1",-0.035897436,5.619,0.964736650452663
"2",-0.0351648352653061,5.619,0.964736650452663
"3",-0.0344322345306122,5.619,0.964736650452663
"4",-0.0336996337959184,5.619,0.964736650452663
"5",-0.0329670330612245,5.619,0.964736650452663
"6",-0.0322344323265306,5.619,0.964736650452663
"7",-0.0315018315918367,5.619,0.964736650452663
"8",-0.0307692308571429,5.619,0.964736650452663
"9",-0.030036630122449,5.619,0.964736650452663
"10",-0.0293040293877551,5.619,0.964736650452663
"11",-0.0285714286530612,5.619,0.964736650452663
"12",-0.0278388279183673,5.619,0.964736650452663
"13",-0.0271062271836735,5.619,0.964736650452663
"14",-0.0263736264489796,5.619,0.964736650452663
"15",-0.0256410257142857,5.619,0.964736650452663
"16",-0.0249084249795918,5.619,0.964736650452663
"17",-0.024175824244898,5.619,0.964736650452663
"18",-0.0234432235102041,5.619,0.964736650452663
"19",-0.0227106227755102,5.619,0.964736650452663
"20",-0.0219780220408163,5.619,0.964736650452663
"21",-0.0212454213061224,5.619,0.964736650452663
"22",-0.0205128205714286,5.619,0.989911385540661
"23",-0.0197802198367347,5.619,0.942132078488844
"24",-0.0190476191020408,5.619,0.942132078488844
"25",-0.0183150183673469,5.619,0.952002902229302
"26",-0.0175824176326531,5.619,0.952002902229302
"27",-0.0168498168979592,5.619,0.952002902229302
"28",-0.0161172161632653,5.619,0.918353438722232
"29",-0.0153846154285714,5.619,1.02338443147756
"30",-0.0146520146938776,5.619,1.02338443147756
"31",-0.0139194139591837,5.619,1.02338443147756
"32",-0.0131868132244898,5.619,1.02338443147756
"33",-0.0124542124897959,5.619,1.02338443147756
"34",-0.011721611755102,5.619,1.02172107985292
"35",-0.0109890110204082,5.619,1.02172107985292
"36",-0.0102564102857143,5.619,1.02172107985292
"37",-0.00952380955102041,5.619,1.02172107985292
"38",-0.00879120881632653,5.619,1.02172107985292
"39",-0.00805860808163265,5.619,1.02172107985292
"40",-0.00732600734693878,5.619,1.02172107985292
"41",-0.0065934066122449,5.619,1.01367405402862
"42",-0.00586080587755102,5.619,0.939086171330128
"43",-0.00512820514285714,5.619,0.939086171330128
"44",-0.00439560440816326,5.619,0.939086171330128
"45",-0.00366300367346939,5.619,0.939086171330128
"46",-0.00293040293877551,5.619,0.939086171330128
"47",-0.00219780220408163,5.619,0.939086171330128
"48",-0.00146520146938776,5.619,0.939086171330128
"49",-0.000732600734693882,5.619,0.984551493334498
"50",0,5.619,1.17608680271452
"51",-0.035897436,5.83942857142857,0.964736650452663
"52",-0.0351648352653061,5.83942857142857,0.964736650452663
"53",-0.0344322345306122,5.83942857142857,0.964736650452663
"54",-0.0336996337959184,5.83942857142857,0.964736650452663
"55",-0.0329670330612245,5.83942857142857,0.964736650452663
"56",-0.0322344323265306,5.83942857142857,0.964736650452663
"57",-0.0315018315918367,5.83942857142857,0.964736650452663
"58",-0.0307692308571429,5.83942857142857,0.964736650452663
"59",-0.030036630122449,5.83942857142857,0.964736650452663
"60",-0.0293040293877551,5.83942857142857,0.964736650452663
"61",-0.0285714286530612,5.83942857142857,0.964736650452663
"62",-0.0278388279183673,5.83942857142857,0.964736650452663
"63",-0.0271062271836735,5.83942857142857,0.964736650452663
"64",-0.0263736264489796,5.83942857142857,0.964736650452663
"65",-0.0256410257142857,5.83942857142857,0.964736650452663
"66",-0.0249084249795918,5.83942857142857,0.964736650452663
"67",-0.024175824244898,5.83942857142857,0.964736650452663
"68",-0.0234432235102041,5.83942857142857,0.964736650452663
"69",-0.0227106227755102,5.83942857142857,0.964736650452663
"70",-0.0219780220408163,5.83942857142857,0.964736650452663
"71",-0.0212454213061224,5.83942857142857,0.964736650452663
"72",-0.0205128205714286,5.83942857142857,0.989911385540661
"73",-0.0197802198367347,5.83942857142857,0.942132078488844
"74",-0.0190476191020408,5.83942857142857,0.942132078488844
"75",-0.0183150183673469,5.83942857142857,0.952002902229302
"76",-0.0175824176326531,5.83942857142857,0.952002902229302
"77",-0.0168498168979592,5.83942857142857,0.952002902229302
"78",-0.0161172161632653,5.83942857142857,0.918353438722232
