"","elevation_m","ppt_percent_normal","Predicted"
"1",2987,0.23120234,0.698933411767946
"2",2998.48979591837,0.23120234,0.698933411767946
"3",3009.97959183673,0.23120234,0.698933411767946
"4",3021.4693877551,0.23120234,0.698933411767946
"5",3032.95918367347,0.23120234,0.698933411767946
"6",3044.44897959184,0.23120234,0.698933411767946
"7",3055.9387755102,0.23120234,0.698933411767946
"8",3067.42857142857,0.23120234,0.698933411767946
"9",3078.91836734694,0.23120234,0.698933411767946
"10",3090.40816326531,0.23120234,0.698933411767946
"11",3101.89795918367,0.23120234,0.698933411767946
"12",3113.38775510204,0.23120234,0.698933411767946
"13",3124.87755102041,0.23120234,0.698933411767946
"14",3136.36734693878,0.23120234,0.698933411767946
"15",3147.85714285714,0.23120234,0.698933411767946
"16",3159.34693877551,0.23120234,0.698933411767946
"17",3170.83673469388,0.23120234,0.698933411767946
"18",3182.32653061224,0.23120234,0.698933411767946
"19",3193.81632653061,0.23120234,0.698933411767946
"20",3205.30612244898,0.23120234,0.739619748596757
"21",3216.79591836735,0.23120234,0.739619748596757
"22",3228.28571428571,0.23120234,0.893587857239777
"23",3239.77551020408,0.23120234,0.893587857239777
"24",3251.26530612245,0.23120234,0.857102779235225
"25",3262.75510204082,0.23120234,0.857102779235225
"26",3274.24489795918,0.23120234,0.857102779235225
"27",3285.73469387755,0.23120234,0.857102779235225
"28",3297.22448979592,0.23120234,0.857102779235225
"29",3308.71428571429,0.23120234,0.857102779235225
"30",3320.20408163265,0.23120234,0.857102779235225
"31",3331.69387755102,0.23120234,0.857102779235225
"32",3343.18367346939,0.23120234,0.867848656479041
"33",3354.67346938776,0.23120234,0.867848656479041
"34",3366.16326530612,0.23120234,0.809766139417124
"35",3377.65306122449,0.23120234,0.830115503995711
"36",3389.14285714286,0.23120234,0.830115503995711
"37",3400.63265306122,0.23120234,0.808670514991555
"38",3412.12244897959,0.23120234,0.808670514991555
"39",3423.61224489796,0.23120234,0.804503970582801
"40",3435.10204081633,0.23120234,0.804503970582801
"41",3446.59183673469,0.23120234,0.765876883332183
"42",3458.08163265306,0.23120234,0.765876883332183
"43",3469.57142857143,0.23120234,0.765876883332183
"44",3481.0612244898,0.23120234,0.844369987047768
"45",3492.55102040816,0.23120234,0.844369987047768
"46",3504.04081632653,0.23120234,0.745720498138229
"47",3515.5306122449,0.23120234,0.745720498138229
"48",3527.02040816327,0.23120234,0.745720498138229
"49",3538.51020408163,0.23120234,0.745720498138229
"50",3550,0.23120234,0.745720498138229
"51",2987,0.251468498367347,0.698933411767946
"52",2998.48979591837,0.251468498367347,0.698933411767946
"53",3009.97959183673,0.251468498367347,0.698933411767946
"54",3021.4693877551,0.251468498367347,0.698933411767946
"55",3032.95918367347,0.251468498367347,0.698933411767946
"56",3044.44897959184,0.251468498367347,0.698933411767946
"57",3055.9387755102,0.251468498367347,0.698933411767946
"58",3067.42857142857,0.251468498367347,0.698933411767946
"59",3078.91836734694,0.251468498367347,0.698933411767946
"60",3090.40816326531,0.251468498367347,0.698933411767946
"61",3101.89795918367,0.251468498367347,0.698933411767946
"62",3113.38775510204,0.251468498367347,0.698933411767946
"63",3124.87755102041,0.251468498367347,0.698933411767946
"64",3136.36734693878,0.251468498367347,0.698933411767946
"65",3147.85714285714,0.251468498367347,0.698933411767946
"66",3159.34693877551,0.251468498367347,0.698933411767946
"67",3170.83673469388,0.251468498367347,0.698933411767946
"68",3182.32653061224,0.251468498367347,0.698933411767946
"69",3193.81632653061,0.251468498367347,0.698933411767946
"70",3205.30612244898,0.251468498367347,0.739619748596757
"71",3216.79591836735,0.251468498367347,0.739619748596757
"72",3228.28571428571,0.251468498367347,0.893587857239777
"73",3239.77551020408,0.251468498367347,0.893587857239777
"74",3251.26530612245,0.251468498367347,0.857102779235225
"75",3262.75510204082,0.251468498367347,0.857102779235225
"76",3274.24489795918,0.251468498367347,0.857102779235225
"77",3285.73469387755,0.251468498367347,0.857102779235225
"78",3297.22448979592,0.251468498367347,0.857102779235225
"79",3308.71428571429,0.251468498367347,0.857102779235225
"80",3320.20408163265,0.251468498367347,0.857102779235225
"81",3331.69387755102,0.251468498367347,0.857102779235225
"82",3343.18367346939,0.251468498367347,0.867848656479041
"83",3354.67346938776,0.251468498367347,0.867848656479041
