"","NO3_N","tmean_month","Predicted"
"1",0.001,7.482333,0.263684976137504
"2",0.00551020408163265,7.482333,0.263684976137504
"3",0.0100204081632653,7.482333,0.263684976137504
"4",0.014530612244898,7.482333,0.263684976137504
"5",0.0190408163265306,7.482333,0.263684976137504
"6",0.0235510204081633,7.482333,0.263684976137504
"7",0.0280612244897959,7.482333,0.268252153621705
"8",0.0325714285714286,7.482333,0.281338342798424
"9",0.0370816326530612,7.482333,0.891862504181312
"10",0.0415918367346939,7.482333,1.07579263417649
"11",0.0461020408163265,7.482333,1.0999655593575
"12",0.0506122448979592,7.482333,1.0988442969044
"13",0.0551224489795918,7.482333,1.40260040289169
"14",0.0596326530612245,7.482333,1.42873633128532
"15",0.0641428571428571,7.482333,1.43968884631581
"16",0.0686530612244898,7.482333,1.54286472343634
"17",0.0731632653061225,7.482333,1.59640071460803
"18",0.0776734693877551,7.482333,1.65706794387245
"19",0.0821836734693878,7.482333,1.74146730287535
"20",0.0866938775510204,7.482333,1.78350898027944
"21",0.0912040816326531,7.482333,1.80277599494573
"22",0.0957142857142857,7.482333,1.79341576252238
"23",0.100224489795918,7.482333,1.77710188361261
"24",0.104734693877551,7.482333,1.77550677964452
"25",0.109244897959184,7.482333,1.76491492947759
"26",0.113755102040816,7.482333,1.76758843445722
"27",0.118265306122449,7.482333,1.77166248540441
"28",0.122775510204082,7.482333,1.78139351718194
"29",0.127285714285714,7.482333,1.77517268384575
"30",0.131795918367347,7.482333,1.77517268384575
"31",0.13630612244898,7.482333,1.76466797588926
"32",0.140816326530612,7.482333,1.77048813837157
"33",0.145326530612245,7.482333,1.74561063963579
"34",0.149836734693878,7.482333,1.55786116892071
"35",0.15434693877551,7.482333,1.14803902605324
"36",0.158857142857143,7.482333,1.14803902605324
"37",0.163367346938776,7.482333,1.14803902605324
"38",0.167877551020408,7.482333,1.14803902605324
"39",0.172387755102041,7.482333,1.14803902605324
"40",0.176897959183673,7.482333,1.14803902605324
