"","TEMP","ppt_percent_normal","Predicted"
"1",5.75,0.2995973,1.96443708683191
"2",5.90979591836735,0.2995973,1.96443708683191
"3",6.06959183673469,0.2995973,1.96443708683191
"4",6.22938775510204,0.2995973,1.96443708683191
"5",6.38918367346939,0.2995973,1.96443708683191
"6",6.54897959183673,0.2995973,1.96443708683191
"7",6.70877551020408,0.2995973,1.96443708683191
"8",6.86857142857143,0.2995973,1.96443708683191
"9",7.02836734693878,0.2995973,1.96443708683191
"10",7.18816326530612,0.2995973,1.96443708683191
"11",7.34795918367347,0.2995973,1.96443708683191
"12",7.50775510204082,0.2995973,1.96443708683191
"13",7.66755102040816,0.2995973,1.96443708683191
"14",7.82734693877551,0.2995973,1.96443708683191
"15",7.98714285714286,0.2995973,1.96602059348661
"16",8.1469387755102,0.2995973,2.09448704320123
"17",8.30673469387755,0.2995973,2.09448704320123
"18",8.4665306122449,0.2995973,2.12652887275263
"19",8.62632653061224,0.2995973,2.13933652308713
"20",8.78612244897959,0.2995973,2.16145437744263
"21",8.94591836734694,0.2995973,2.18705221156139
"22",9.10571428571428,0.2995973,2.21190194181251
"23",9.26551020408163,0.2995973,2.17300122327512
"24",9.42530612244898,0.2995973,2.13079159349611
"25",9.58510204081633,0.2995973,2.07732138385439
"26",9.74489795918367,0.2995973,1.81244188618011
"27",9.90469387755102,0.2995973,1.69471854198879
"28",10.0644897959184,0.2995973,1.77257899106961
"29",10.2242857142857,0.2995973,1.75440732532059
"30",10.3840816326531,0.2995973,1.72310155964223
"31",10.5438775510204,0.2995973,1.74384696281647
"32",10.7036734693878,0.2995973,1.75111806787966
"33",10.8634693877551,0.2995973,1.62795112303979
"34",11.0232653061224,0.2995973,1.66452065182345
"35",11.1830612244898,0.2995973,1.65746564869218
"36",11.3428571428571,0.2995973,1.38713703901609
"37",11.5026530612245,0.2995973,1.21571543041288
"38",11.6624489795918,0.2995973,1.20603722273116
"39",11.8222448979592,0.2995973,1.20337704493963
"40",11.9820408163265,0.2995973,1.20337704493963
"41",12.1418367346939,0.2995973,1.20337704493963
"42",12.3016326530612,0.2995973,1.20337704493963
"43",12.4614285714286,0.2995973,1.20337704493963
