"","TEMP","Difference_SnowFree","Predicted"
"1",5.75,-16,2.26988539853441
"2",5.90979591836735,-16,2.26988539853441
"3",6.06959183673469,-16,2.26988539853441
"4",6.22938775510204,-16,2.26988539853441
"5",6.38918367346939,-16,2.26988539853441
"6",6.54897959183673,-16,2.26988539853441
"7",6.70877551020408,-16,2.26988539853441
"8",6.86857142857143,-16,2.26988539853441
"9",7.02836734693878,-16,2.26988539853441
"10",7.18816326530612,-16,2.26988539853441
"11",7.34795918367347,-16,2.26988539853441
"12",7.50775510204082,-16,2.26988539853441
"13",7.66755102040816,-16,2.26988539853441
"14",7.82734693877551,-16,2.26988539853441
"15",7.98714285714286,-16,2.27146890518911
"16",8.1469387755102,-16,2.41076220529043
"17",8.30673469387755,-16,2.41076220529043
"18",8.4665306122449,-16,2.44646664794935
"19",8.62632653061224,-16,2.45927429828384
"20",8.78612244897959,-16,2.48139215263934
"21",8.94591836734694,-16,2.5069899867581
"22",9.10571428571428,-16,2.53183971700922
"23",9.26551020408163,-16,2.50692575080182
"24",9.42530612244898,-16,2.47513029822501
"25",9.58510204081633,-16,2.45247401340874
"26",9.74489795918367,-16,2.21897273395555
"27",9.90469387755102,-16,2.11982518716523
"28",10.0644897959184,-16,2.2005302929292
"29",10.2242857142857,-16,2.18981372473183
"30",10.3840816326531,-16,2.17601887265151
"31",10.5438775510204,-16,2.19676427582575
"32",10.7036734693878,-16,2.20403538088894
"33",10.8634693877551,-16,2.11806867504861
"34",11.0232653061224,-16,2.15463820383227
"35",11.1830612244898,-16,2.15905107608427
"36",11.3428571428571,-16,1.92480052234046
"37",11.5026530612245,-16,1.76555623536374
"38",11.6624489795918,-16,1.75587802768202
"39",11.8222448979592,-16,1.75577844294621
"40",11.9820408163265,-16,1.75577844294621
"41",12.1418367346939,-16,1.75577844294621
"42",12.3016326530612,-16,1.75577844294621
"43",12.4614285714286,-16,1.75577844294621
"44",12.6212244897959,-16,1.75577844294621
"45",12.7810204081633,-16,1.75577844294621
"46",12.9408163265306,-16,1.75577844294621
"47",13.100612244898,-16,1.75577844294621
"48",13.2604081632653,-16,1.75577844294621
"49",13.4202040816327,-16,1.75577844294621
"50",13.58,-16,1.75577844294621
"51",5.75,-15.5510204081633,2.26988539853441
"52",5.90979591836735,-15.5510204081633,2.26988539853441
"53",6.06959183673469,-15.5510204081633,2.26988539853441
"54",6.22938775510204,-15.5510204081633,2.26988539853441
"55",6.38918367346939,-15.5510204081633,2.26988539853441
"56",6.54897959183673,-15.5510204081633,2.26988539853441
"57",6.70877551020408,-15.5510204081633,2.26988539853441
"58",6.86857142857143,-15.5510204081633,2.26988539853441
"59",7.02836734693878,-15.5510204081633,2.26988539853441
"60",7.18816326530612,-15.5510204081633,2.26988539853441
