"","snow2011","elevation_m","Predicted"
"1",0,2987,1.17522510393908
"2",0.015694466755102,2987,1.17522510393908
"3",0.0313889335102041,2987,1.17522510393908
"4",0.0470834002653061,2987,1.17522510393908
"5",0.0627778670204082,2987,1.17522510393908
"6",0.0784723337755102,2987,1.17522510393908
"7",0.0941668005306122,2987,1.17522510393908
"8",0.109861267285714,2987,1.17522510393908
"9",0.125555734040816,2987,1.17522510393908
"10",0.141250200795918,2987,1.17522510393908
"11",0.15694466755102,2987,1.17522510393908
"12",0.172639134306122,2987,1.17522510393908
"13",0.188333601061224,2987,1.17522510393908
"14",0.204028067816327,2987,1.17522510393908
"15",0.219722534571429,2987,1.17522510393908
"16",0.235417001326531,2987,1.17522510393908
"17",0.251111468081633,2987,1.17522510393908
"18",0.266805934836735,2987,1.17522510393908
"19",0.282500401591837,2987,1.15147514627049
"20",0.298194868346939,2987,1.15147514627049
"21",0.313889335102041,2987,1.15147514627049
"22",0.329583801857143,2987,1.15147514627049
"23",0.345278268612245,2987,1.15147514627049
"24",0.360972735367347,2987,1.05911554041319
"25",0.376667202122449,2987,1.05911554041319
"26",0.392361668877551,2987,1.05911554041319
"27",0.408056135632653,2987,1.0107850944887
"28",0.423750602387755,2987,1.0107850944887
"29",0.439445069142857,2987,1.0107850944887
"30",0.455139535897959,2987,1.0107850944887
"31",0.470834002653061,2987,1.0107850944887
"32",0.486528469408163,2987,1.0107850944887
"33",0.502222936163265,2987,0.962419948402843
"34",0.517917402918367,2987,0.962419948402843
"35",0.533611869673469,2987,0.962419948402843
"36",0.549306336428571,2987,0.962419948402843
"37",0.565000803183674,2987,0.962419948402843
"38",0.580695269938776,2987,0.962419948402843
"39",0.596389736693878,2987,0.962419948402843
"40",0.61208420344898,2987,0.962419948402843
"41",0.627778670204082,2987,0.962419948402843
"42",0.643473136959184,2987,0.962419948402843
"43",0.659167603714286,2987,0.962419948402843
"44",0.674862070469388,2987,0.962419948402843
"45",0.69055653722449,2987,0.962419948402843
"46",0.706251003979592,2987,0.962419948402843
"47",0.721945470734694,2987,0.962419948402843
"48",0.737639937489796,2987,0.962419948402843
"49",0.753334404244898,2987,0.962419948402843
"50",0.769028871,2987,0.962419948402843
"51",0,2998.48979591837,1.17522510393908
"52",0.015694466755102,2998.48979591837,1.17522510393908
"53",0.0313889335102041,2998.48979591837,1.17522510393908
"54",0.0470834002653061,2998.48979591837,1.17522510393908
"55",0.0627778670204082,2998.48979591837,1.17522510393908
"56",0.0784723337755102,2998.48979591837,1.17522510393908
"57",0.0941668005306122,2998.48979591837,1.17522510393908
"58",0.109861267285714,2998.48979591837,1.17522510393908
"59",0.125555734040816,2998.48979591837,1.17522510393908
"60",0.141250200795918,2998.48979591837,1.17522510393908
"61",0.15694466755102,2998.48979591837,1.17522510393908
"62",0.172639134306122,2998.48979591837,1.17522510393908
"63",0.188333601061224,2998.48979591837,1.17522510393908
"64",0.204028067816327,2998.48979591837,1.17522510393908
"65",0.219722534571429,2998.48979591837,1.17522510393908
"66",0.235417001326531,2998.48979591837,1.17522510393908
"67",0.251111468081633,2998.48979591837,1.17522510393908
"68",0.266805934836735,2998.48979591837,1.17522510393908
"69",0.282500401591837,2998.48979591837,1.15147514627049
"70",0.298194868346939,2998.48979591837,1.15147514627049
"71",0.313889335102041,2998.48979591837,1.15147514627049
"72",0.329583801857143,2998.48979591837,1.15147514627049
"73",0.345278268612245,2998.48979591837,1.15147514627049
"74",0.360972735367347,2998.48979591837,1.05911554041319
"75",0.376667202122449,2998.48979591837,1.05911554041319
"76",0.392361668877551,2998.48979591837,1.05911554041319
"77",0.408056135632653,2998.48979591837,1.0107850944887
"78",0.423750602387755,2998.48979591837,1.0107850944887
"79",0.439445069142857,2998.48979591837,1.0107850944887
"80",0.455139535897959,2998.48979591837,1.0107850944887
"81",0.470834002653061,2998.48979591837,1.0107850944887
"82",0.486528469408163,2998.48979591837,1.0107850944887
"83",0.502222936163265,2998.48979591837,0.962419948402843
"84",0.517917402918367,2998.48979591837,0.962419948402843
"85",0.533611869673469,2998.48979591837,0.962419948402843
"86",0.549306336428571,2998.48979591837,0.962419948402843
"87",0.565000803183674,2998.48979591837,0.962419948402843
"88",0.580695269938776,2998.48979591837,0.962419948402843
"89",0.596389736693878,2998.48979591837,0.962419948402843
"90",0.61208420344898,2998.48979591837,0.962419948402843
"91",0.627778670204082,2998.48979591837,0.962419948402843
"92",0.643473136959184,2998.48979591837,0.962419948402843
"93",0.659167603714286,2998.48979591837,0.962419948402843
"94",0.674862070469388,2998.48979591837,0.962419948402843
